det(apito-2, O-1)
aux(morrer-8, acabava-6)
adp(morrer-8, de-7)
ccomp(Andaram-1, morrer-8)
p(Andaram-1, .-9)

nsubj(fez-2, Juca-1)
ccomp(disse-12, fez-2)
det(careta-4, uma-3)
dobj(fez-2, careta-4)
adpmod(careta-4, de-5)
adpobj(de-5, aborrecimento-6)
p(fez-2, :-7)
p(Venha-9, --8)
nsubj(ajudar-10, Venha-9)
ccomp(disse-12, ajudar-10)
p(ajudar-10, --11)
root(ROOT-0, disse-12)
det(Viriato-14, a-13)
nsubj(disse-12, Viriato-14)
p(disse-12, .-15)

nsubj(seguiram-12, Puseram-1)
compmod(Vítor-3, António-2)
dobj(Puseram-1, Vítor-3)
adpmod(Puseram-1, em-4)
adpobj(em-4, cima-5)
adpmod(cima-5, do-6)
adpobj(do-6, burro-7)
appos(burro-7, Viriato-8)
partmod(Puseram-1, tomou-9)
adpmod(tomou-9, da-10)
adpobj(da-10, rédea-11)
root(ROOT-0, seguiram-12)
det(passo-14, a-13)
dobj(seguiram-12, passo-14)
p(seguiram-12, .-15)

advmod(chegaram-2, Assim-1)
root(ROOT-0, chegaram-2)
adpmod(chegaram-2, à-3)
adpobj(à-3, fazenda-4)
advmod(revelavam-12, onde-5)
det(placas-7, as-6)
nsubj(revelavam-12, placas-7)
adpmod(placas-7, de-8)
adpobj(de-8, querosene-9)
advmod(acesas-11, ainda-10)
amod(placas-7, acesas-11)
csubj(chegaram-2, revelavam-12)
det(inquietação-14, a-13)
dobj(revelavam-12, inquietação-14)
adpmod(inquietação-14, de-15)
adpobj(de-15, Sinhô-16)
nsubj(esperava-18, que-17)
rcmod(inquietação-14, esperava-18)
det(irmão-20, o-19)
dobj(esperava-18, irmão-20)
advmod(mais-22, muito-21)
advmod(cedo-23, mais-22)
advmod(irmão-20, cedo-23)
p(chegaram-2, .-24)

root(ROOT-0, Saíram-1)
dobj(Saíram-1, todos-2)
adpmod(todos-2, para-3)
det(terreiro-5, o-4)
nsubj(vieram-6, terreiro-5)
adpcomp(para-3, vieram-6)
nsubj(ajudaram-10, jagunços-7)
cc(jagunços-7, e-8)
conj(jagunços-7, trabalhadores-9)
xcomp(vieram-6, ajudaram-10)
compmod(Vítor-12, António-11)
dobj(ajudaram-10, Vítor-12)
adpmod(ajudaram-10, a-13)
adpcomp(a-13, desmontar-14)
p(Saíram-1, .-15)

root(ROOT-0, Havia-1)
det(confusão-3, uma-2)
dobj(Havia-1, confusão-3)
adpmod(confusão-3, de-4)
adpobj(de-4, perguntas-5)
adpmod(perguntas-5, de-6)
adpobj(de-6, gente-7)
nsubj(apertava-10, que-8)
dobj(apertava-10, se-9)
rcmod(gente-7, apertava-10)
mark(atender-12, para-11)
advcl(apertava-10, atender-12)
adpmod(atender-12, ao-13)
adpcomp(ao-13, ferido-14)
p(Havia-1, .-15)

det(Sinhô-3, O-1)
amod(Sinhô-3, próprio-2)
nsubj(pegou-5, Sinhô-3)
amod(Sinhô-3, Badaró-4)
root(ROOT-0, pegou-5)
adpmod(pegou-5, nos-6)
adpobj(nos-6, ombros-7)
adpmod(ombros-7, de-8)
compmod(Vítor-10, António-9)
adpobj(de-8, Vítor-10)
adpmod(pegou-5, para-11)
adpobj(para-11, levá-lo-12)
adpmod(pegou-5, para-13)
adpcomp(para-13, dentro-14)
p(pegou-5, .-15)

root(ROOT-0, Deitaram-no-1)
adpmod(Deitaram-no-1, sobre-2)
det(banco-4, um-3)
adpobj(sobre-2, banco-4)
p(Deitaram-no-1, .-5)

nsubj(gritou-2, DonAna-1)
root(ROOT-0, gritou-2)
adpmod(gritou-2, por-3)
adpobj(por-3, Raimunda-4)
partmod(gritou-2, pedindo-5)
dobj(pedindo-5, álcool-6)
cc(álcool-6, e-7)
conj(álcool-6, algodão-8)
p(gritou-2, .-9)

mark(ouvir-2, Ao-1)
advcl(voltou-9, ouvir-2)
det(nome-4, o-3)
dobj(ouvir-2, nome-4)
adpmod(nome-4, da-5)
adpobj(da-5, mulata-6)
compmod(Vítor-8, António-7)
appos(mulata-6, Vítor-8)
root(ROOT-0, voltou-9)
det(cabeça-11, a-10)
nsubj(voltou-9, cabeça-11)
p(voltou-9, .-12)

cc(notaram-6, E-1)
advmod(notaram-6, somente-2)
nsubj(notaram-6, ele-3)
cc(ele-3, e-4)
conj(ele-3, DonAna-5)
root(ROOT-0, notaram-6)
mark(tremiam-12, que-7)
det(mãos-9, as-8)
nsubj(tremiam-12, mãos-9)
adpmod(mãos-9, de-10)
adpobj(de-10, Raimunda-11)
ccomp(notaram-6, tremiam-12)
mark(entregou-15, quando-13)
nsubj(entregou-15, ela-14)
advcl(tremiam-12, entregou-15)
det(pacote-17, o-16)
dobj(entregou-15, pacote-17)
adpmod(pacote-17, de-18)
adpobj(de-18, algodão-19)
cc(entregou-15, e-20)
det(garrafa-22, a-21)
conj(entregou-15, garrafa-22)
adpmod(garrafa-22, de-23)
adpobj(de-23, álcool-24)
p(notaram-6, .-25)

root(ROOT-0, Ficou-1)
advmod(ajudando-3, depois-2)
csubj(Ficou-1, ajudando-3)
dobj(ajudando-3, DonAna-4)
adpmod(ajudando-3, nos-5)
adpobj(nos-5, curativos-6)
det(bala-8, a-7)
dobj(ajudando-3, bala-8)
advmod(rasgara-10, apenas-9)
ccomp(ajudando-3, rasgara-10)
det(carne-12, a-11)
dobj(rasgara-10, carne-12)
mark(atingir-14, sem-13)
advcl(rasgara-10, atingir-14)
det(osso-16, nenhum-15)
dobj(atingir-14, osso-16)
cc(atingir-14, e-17)
poss(mãos-19, suas-18)
nsubj(tornaram-24, mãos-19)
amod(mãos-19, rudes-20)
cc(rudes-20, e-21)
conj(rudes-20, pesadas-22)
prt(tornaram-24, se-23)
conj(atingir-14, tornaram-24)
acomp(tornaram-24, delicadas-25)
cc(delicadas-25, e-26)
conj(delicadas-25, ternas-27)
advmod(eram-30, também-28)
nsubj(eram-30, elas-29)
parataxis(rasgara-10, eram-30)
amod(mãos-32, suaves-31)
dobj(eram-30, mãos-32)
adpmod(mãos-32, de-33)
adpobj(de-33, mulher-34)
p(Ficou-1, .-35)

adpmod(eram-4, Para-1)
compmod(Vítor-3, António-2)
adpobj(Para-1, Vítor-3)
root(ROOT-0, eram-4)
advmod(mais-6, muito-5)
advmod(doces-7, mais-6)
nsubj(eram-4, doces-7)
amod(doces-7, ternas-8)
cc(ternas-8, e-9)
conj(ternas-8, suaves-10)
adpmod(doces-7, que-11)
det(mãos-13, as-12)
adpobj(que-11, mãos-13)
amod(mãos-13, leves-14)
cc(leves-14, e-15)
conj(leves-14, finas-16)
adpmod(mãos-13, de-17)
compmod(Badaró-19, DonAna-18)
adpobj(de-17, Badaró-19)
p(eram-4, .-20)

adpmod(entrou-11, Na-1)
adpobj(Na-1, manhã-2)
adpmod(manhã-2, de-3)
adpobj(de-3, sol-4)
amod(sol-4, claro-5)
cc(claro-5, e-6)
conj(claro-5, brando-7)
adpmod(entrou-11, a-8)
adpobj(a-8, mulata-9)
appos(mulata-9, Raimunda-10)
root(ROOT-0, entrou-11)
adpmod(entrou-11, na-12)
adpobj(na-12, casa-13)
adpmod(casa-13, dos-14)
adpobj(dos-14, trabalhadores-15)
p(entrou-11, .-16)

root(ROOT-0, Trazia-1)
det(garrafa-3, uma-2)
dobj(Trazia-1, garrafa-3)
adpmod(garrafa-3, de-4)
adpobj(de-4, leite-5)
partmod(garrafa-3, trazia-6)
dobj(trazia-6, pão-7)
dobj(mandava-10, que-8)
nsubj(mandava-10, DonAna-9)
rcmod(pão-7, mandava-10)
adpmod(mandava-10, para-11)
compmod(Vítor-13, António-12)
adpobj(para-11, Vítor-13)
p(Trazia-1, .-14)

det(casa-2, A-1)
nsubj(estava-3, casa-2)
root(ROOT-0, estava-3)
acomp(estava-3, vazia-4)
det(trabalhadores-6, os-5)
nsubj(andavam-7, trabalhadores-6)
advcl(estava-3, andavam-7)
adpmod(andavam-7, pelas-8)
adpobj(pelas-8, roças-9)
partmod(roças-9, colhendo-10)
dobj(colhendo-10, cacau-11)
p(estava-3, .-12)

compmod(Vítor-2, António-1)
nsubj(dormia-3, Vítor-2)
root(ROOT-0, dormia-3)
det(sono-5, um-4)
dobj(dormia-3, sono-5)
amod(sono-5, inquieto-6)
adpmod(sono-5, de-7)
adpobj(de-7, febre-8)
p(dormia-3, .-9)

nsubj(parou-2, Raimunda-1)
root(ROOT-0, parou-2)
adpmod(parou-2, ao-3)
adpobj(ao-3, lado-4)
adpmod(lado-4, da-5)
adpobj(da-5, cama-6)
partmod(parou-2, contemplou-7)
det(homem-9, o-8)
dobj(contemplou-7, homem-9)
nsubj(dormia-11, que-10)
rcmod(homem-9, dormia-11)
p(parou-2, .-12)

det(perna-2, A-1)
nsubj(mostrando-12, perna-2)
amod(perna-2, amarrada-3)
adpmod(perna-2, de-4)
amod(saía-6, curativo-5)
adpobj(de-4, saía-6)
adpmod(saía-6, de-7)
adpobj(de-7, baixo-8)
adpmod(baixo-8, da-9)
adpobj(da-9, colcha-10)
amod(colcha-10, velha-11)
root(ROOT-0, mostrando-12)
det(pé-14, o-13)
dobj(mostrando-12, pé-14)
amod(pé-14, enorme-15)
amod(pé-14, coberto-16)
adpmod(coberto-16, de-17)
adpobj(de-17, visgo-18)
adpmod(visgo-18, de-19)
adpobj(de-19, cacau-20)
dobj(secado-23, que-21)
aux(secado-23, havia-22)
rcmod(pé-14, secado-23)
p(mostrando-12, .-24)

adpmod(esperaria-6, Nessa-1)
adpobj(Nessa-1, tarde-2)
nsubj(esperaria-6, ele-3)
neg(esperaria-6, não-4)
det(esperaria-6, a-5)
root(ROOT-0, esperaria-6)
adpmod(esperaria-6, na-7)
adpobj(na-7, beira-8)
adpmod(beira-8, do-9)
adpobj(do-9, rio-10)
adpmod(esperaria-6, para-11)
adpcomp(para-11, ajudá-la-12)
adpmod(ajudá-la-12, a-13)
adpcomp(a-13, levantar-14)
det(lata-16, a-15)
dobj(levantar-14, lata-16)
amod(lata-16, dágua-17)
p(esperaria-6, .-18)

nsubj(sente-2, Raimunda-1)
root(ROOT-0, sente-2)
dobj(sente-2, medo-3)
p(sente-2, .-4)

root(ROOT-0, Será-1)
mark(morrer-5, que-2)
nsubj(morrer-5, ele-3)
aux(morrer-5, vai-4)
csubj(Será-1, morrer-5)
p(Será-1, ?-6)

compmod(Badaró-2, Sinhô-1)
nsubj(disse-3, Badaró-2)
root(ROOT-0, disse-3)
mark(ferida-6, que-4)
dobj(ferida-6, a-5)
ccomp(disse-3, ferida-6)
partmod(ferida-6, é-7)
adpmod(é-7, sem-8)
adpobj(sem-8, importância-9)
nsubj(estará-18, que-10)
adpmod(estará-18, com-11)
num(dias-15, três-12)
cc(três-12, ou-13)
conj(três-12, quatro-14)
adpobj(com-11, dias-15)
compmod(Vítor-17, António-16)
appos(dias-15, Vítor-17)
rcmod(importância-9, estará-18)
adpmod(estará-18, de-19)
adpobj(de-19, pé-20)
amod(pé-20, pronto-21)
adpmod(estará-18, para-22)
adpobj(para-22, outra-23)
p(disse-3, .-24)

cc(tem-5, Mas-1)
advmod(assim-3, ainda-2)
advmod(tem-5, assim-3)
nsubj(tem-5, Raimunda-4)
root(ROOT-0, tem-5)
dobj(tem-5, medo-6)
cc(tem-5, e-7)
mark(morrido-14, se-8)
det(negro-10, o-9)
nsubj(morrido-14, negro-10)
appos(negro-10, Jeremias-11)
neg(morrido-14, não-12)
aux(morrido-14, tivesse-13)
advcl(atreveria-17, morrido-14)
nsubj(atreveria-17, ela-15)
dobj(atreveria-17, se-16)
conj(tem-5, atreveria-17)
adpmod(atreveria-17, a-18)
adpcomp(a-18, atravessar-19)
det(mata-21, a-20)
dobj(atravessar-19, mata-21)
cc(atravessar-19, e-22)
conj(atravessar-19, ir-23)
adpmod(ir-23, em-24)
adpobj(em-24, busca-25)
adpmod(busca-25, de-26)
det(remédio-28, um-27)
adpobj(de-26, remédio-28)
adpmod(remédio-28, do-29)
adpobj(do-29, feiticeiro-30)
p(tem-5, .-31)

nsubj(remédio-2, Aquele-1)
root(ROOT-0, remédio-2)
adpmod(remédio-2, de-3)
adpobj(de-3, farmácia-4)
nsubj(está-6, que-5)
rcmod(remédio-2, está-6)
adpmod(está-6, ao-7)
adpobj(ao-7, lado-8)
adpmod(lado-8, do-9)
adpobj(do-9, jirau-10)
adpmod(jirau-10, do-11)
amod(ela-15, doente-12)
cc(doente-12, e-13)
conj(doente-12, que-14)
adpobj(do-11, ela-15)
aux(dar-19, tem-16)
adp(dar-19, que-17)
iobj(dar-19, lhe-18)
conj(remédio-2, dar-19)
advmod(merece-22, agora-20)
neg(merece-22, não-21)
ccomp(dar-19, merece-22)
det(confiança-24, a-23)
dobj(merece-22, confiança-24)
adpmod(confiança-24, de-25)
adpobj(de-25, Raimunda-26)
p(remédio-2, .-27)

nsubj(sabe-2, Ela-1)
root(ROOT-0, sabe-2)
det(oração-4, uma-3)
dobj(sabe-2, oração-4)
adpmod(oração-4, contra-5)
adpobj(contra-5, febre-6)
cc(febre-6, e-7)
conj(febre-6, mordida-8)
adpmod(mordida-8, de-9)
adpobj(de-9, cobra-10)
dobj(ensinou-15, que-11)
poss(mãe-13, sua-12)
nsubj(ensinou-15, mãe-13)
dobj(ensinou-15, lhe-14)
rcmod(cobra-10, ensinou-15)
adpmod(ensinou-15, na-16)
adpobj(na-16, cozinha-17)
adpmod(cozinha-17, da-18)
adpobj(da-18, casa-grande-19)
p(sabe-2, .-20)

root(ROOT-0, Junta-1)
det(joelhos-3, os-2)
dobj(Junta-1, joelhos-3)
adpmod(Junta-1, no-4)
adpobj(no-4, chão-5)
cc(Junta-1, e-6)
conj(Junta-1, reza-7)
mwe(de-9, antes-8)
mark(acordar-10, de-9)
advcl(reza-7, acordar-10)
compmod(Vítor-12, António-11)
dobj(acordar-10, Vítor-12)
mark(dar-15, para-13)
iobj(dar-15, lhe-14)
advcl(acordar-10, dar-15)
det(remédio-17, o-16)
dobj(dar-15, remédio-17)
p(Junta-1, :-18)
nsubj(maldita-20, Febre-19)
parataxis(Junta-1, maldita-20)
num(vezes-22, três-21)
nmod(maldita-20, vezes-22)
appos(vezes-22, te-23)
appos(te-23, enterro-24)
adpmod(enterro-24, nas-25)
adpobj(nas-25, profundezas-26)
adpmod(profundezas-26, da-27)
adpobj(da-27, terra-28)
p(Junta-1, .-29)

det(primeira-2, A-1)
root(ROOT-0, primeira-2)
adpmod(primeira-2, em-3)
adpobj(em-3, nome-4)
adpmod(nome-4, do-5)
adpobj(do-5, Padre-6)
adpmod(Padre-6, a-7)
adpobj(a-7, segunda-8)
adpmod(primeira-2, em-9)
adpobj(em-9, nome-10)
adpmod(nome-10, do-11)
adpobj(do-11, Filho-12)
det(terceira-14, a-13)
appos(primeira-2, terceira-14)
adpmod(terceira-14, do-15)
compmod(Santo-17, Espirito-16)
adpobj(do-15, Santo-17)
adpmod(terceira-14, com-18)
det(graças-20, as-19)
adpobj(com-18, graças-20)
adpmod(graças-20, da-21)
compmod(Maria-23, Virgem-22)
adpobj(da-21, Maria-23)
cc(graças-20, e-24)
det(de-26, a-25)
conj(graças-20, de-26)
det(Santos-29, Todos-27)
det(Santos-29, os-28)
adpobj(de-26, Santos-29)
p(primeira-2, .-30)

nsubj(esconjuro-2, Te-1)
root(ROOT-0, esconjuro-2)
amod(maldita-4, febre-3)
dobj(esconjuro-2, maldita-4)
cc(maldita-4, e-5)
conj(maldita-4, mando-6)
nsubj(pras-10, que-7)
advmod(pras-10, tu-8)
aux(pras-10, volte-9)
rcmod(maldita-4, pras-10)
dobj(pras-10, profundezas-11)
adpmod(profundezas-11, da-12)
adpobj(da-12, terra-13)
partmod(esconjuro-2, deixando-14)
dobj(deixando-14, meu-15)
p(esconjuro-2, .-16)

adpmod(era-9, Segundo-1)
det(negra-3, a-2)
adpobj(Segundo-1, negra-3)
amod(negra-3, velha-4)
appos(negra-3, Risoleta-5)
mark(chegar-7, ao-6)
advcl(era-9, chegar-7)
advmod(chegar-7, aí-8)
root(ROOT-0, era-9)
acomp(era-9, preciso-10)
csubj(era-9, dizer-11)
det(parentesco-13, o-12)
dobj(dizer-11, parentesco-13)
adpmod(parentesco-13, do-14)
adpcomp(do-14, doente-15)
adpmod(doente-15, com-16)
det(pessoa-18, a-17)
adpobj(com-16, pessoa-18)
nsubj(pedia-20, que-19)
rcmod(pessoa-18, pedia-20)
p(era-9, :-21)
poss(irmão-23, meu-22)
parataxis(era-9, irmão-23)
poss(marido-25, meu-24)
appos(irmão-23, marido-25)
poss(pai-27, meu-26)
appos(marido-25, pai-27)
poss(patrão-29, meu-28)
appos(pai-27, patrão-29)
p(era-9, .-30)

nsubj(ficou-2, Raimunda-1)
root(ROOT-0, ficou-2)
det(instante-4, um-3)
attr(ficou-2, instante-4)
amod(instante-4, indecisa-5)
p(ficou-2, .-6)

advmod(fosse-4, Talvez-1)
mark(fosse-4, se-2)
neg(fosse-4, não-3)
root(ROOT-0, fosse-4)
advmod(grave-6, tão-5)
acomp(fosse-4, grave-6)
cc(fosse-4, e-7)
mark(dormisse-11, se-8)
nsubj(dormisse-11, ele-9)
neg(dormisse-11, não-10)
advcl(continuasse-17, dormisse-11)
advmod(continuasse-17, talvez-12)
det(mulata-14, a-13)
nsubj(continuasse-17, mulata-14)
appos(mulata-14, Raimunda-15)
neg(continuasse-17, não-16)
conj(fosse-4, continuasse-17)
det(oração-19, a-18)
dobj(continuasse-17, oração-19)
p(fosse-4, :-20)
p(fosse-4, .-21)

root(ROOT-0, deixando-1)
poss(homem-3, meu-2)
dobj(deixando-1, homem-3)
amod(homem-3, curado-4)
adpmod(homem-3, de-5)
det(males-8, todos-6)
det(males-8, os-7)
nsubj(amém-9, males-8)
adpcomp(de-5, amém-9)
p(deixando-1, .-10)

root(ROOT-0, Acordou-1)
compmod(Vítor-3, António-2)
dobj(Acordou-1, Vítor-3)
p(Acordou-1, .-4)

poss(rosto-2, Seu-1)
nsubj(zangado-5, rosto-2)
aux(zangado-5, estava-3)
advmod(zangado-5, novamente-4)
root(ROOT-0, zangado-5)
poss(modos-7, seus-6)
dobj(zangado-5, modos-7)
amod(modos-7, bruscos-8)
p(zangado-5, :-9)
p(zangado-5, --10)
cc(zangado-5, E-11)
conj(zangado-5, hora-12)
adpmod(hora-12, do-13)
adpobj(do-13, remédio-14)
p(zangado-5, .-15)
p(zangado-5, .-16)

root(ROOT-0, Segurou-1)
det(cabeça-3, a-2)
dobj(Segurou-1, cabeça-3)
poss(cabeça-3, dele-4)
adpmod(Segurou-1, sob-5)
poss(braço-7, seu-6)
adpobj(sob-5, braço-7)
amod(braço-7, roliço-8)
p(Segurou-1, .-9)

compmod(Vítor-2, António-1)
nsubj(engoliu-3, Vítor-2)
root(ROOT-0, engoliu-3)
det(colherada-5, a-4)
nsubj(olhava-8, colherada-5)
adpmod(colherada-5, da-6)
adpobj(da-6, medicação-7)
ccomp(engoliu-3, olhava-8)
dobj(olhava-8, Raimunda-9)
adpmod(olhava-8, com-10)
det(olhos-12, os-11)
adpobj(com-10, olhos-12)
amod(olhos-12, febris-13)
p(engoliu-3, .-14)

det(mulata-2, A-1)
nsubj(andou-3, mulata-2)
root(ROOT-0, andou-3)
adpmod(andou-3, para-4)
adpobj(para-4, aquilo-5)
nsubjpass(chamado-8, que-6)
auxpass(chamado-8, era-7)
rcmod(aquilo-5, chamado-8)
adpmod(chamado-8, de-9)
adpobj(de-9, fogão-10)
p(aquilo-5, :-11)
num(pedras-13, três-12)
appos(aquilo-5, pedras-13)
adpmod(pedras-13, em-14)
adpobj(em-14, meio-15)
adpmod(meio-15, das-16)
adpobj(das-16, quais-17)
parataxis(andou-3, estavam-18)
det(brasas-20, umas-19)
nsubj(estavam-18, brasas-20)
amod(brasas-20, apagadas-21)
cc(brasas-20, e-22)
det(pedaços-24, uns-23)
conj(brasas-20, pedaços-24)
adpmod(pedaços-24, de-25)
adpobj(de-25, madeira-26)
amod(madeira-26, meio-27)
amod(madeira-26, queimados-28)
p(andou-3, .-29)

root(ROOT-0, Em-1)
adpobj(Em-1, cima-2)
det(lata-4, uma-3)
adpobj(Em-1, lata-4)
adpmod(lata-4, com-5)
det(pouco-7, um-6)
adpobj(com-5, pouco-7)
adpmod(pouco-7, de-8)
adpobj(de-8, água-9)
p(Em-1, .-10)

root(ROOT-0, Jogou-1)
det(água-3, a-2)
dobj(Jogou-1, água-3)
advmod(derramou-5, fora-4)
ccomp(Jogou-1, derramou-5)
det(leite-7, o-6)
dobj(derramou-5, leite-7)
adpmod(derramou-5, na-8)
adpobj(na-8, lata-9)
partmod(derramou-5, acendeu-10)
det(fogo-12, o-11)
dobj(acendeu-10, fogo-12)
p(Jogou-1, .-13)

compmod(Vítor-2, António-1)
root(ROOT-0, Vítor-2)
adpmod(Vítor-2, a-3)
adpcomp(a-3, acompanhava-4)
adpmod(acompanhava-4, com-5)
det(olhos-7, os-6)
adpobj(com-5, olhos-7)
p(Vítor-2, .-8)

neg(sabia-2, Não-1)
root(ROOT-0, sabia-2)
advmod(começar-4, como-3)
ccomp(sabia-2, começar-4)
p(sabia-2, .-5)

nsubj(acocorou-se-2, Raimunda-1)
root(ROOT-0, acocorou-se-2)
adpmod(acocorou-se-2, ao-3)
adpobj(ao-3, lado-4)
adpmod(lado-4, do-5)
adpobj(do-5, fogo-6)
partmod(acocorou-se-2, esperando-7)
mark(fervesse-11, que-8)
det(leite-10, o-9)
nsubj(fervesse-11, leite-10)
ccomp(esperando-7, fervesse-11)
p(acocorou-se-2, .-12)

compmod(Vítor-2, António-1)
nsubj(decidiu-4, Vítor-2)
prt(decidiu-4, se-3)
root(ROOT-0, decidiu-4)
cc(decidiu-4, e-5)
conj(decidiu-4, chamou-6)
p(decidiu-4, :-7)
p(Raimunda-9, --8)
parataxis(decidiu-4, Raimunda-9)
p(Raimunda-9, !-10)

nsubj(virou-2, Ela-1)
root(ROOT-0, virou-2)
det(cabeça-4, a-3)
dobj(virou-2, cabeça-4)
partmod(virou-2, olhando-5)
p(virou-2, .-6)

p(Vem-2, --1)
root(ROOT-0, Vem-2)
advmod(Vem-2, cá-3)
p(Vem-2, .-4)

root(ROOT-0, Veio-1)
adpmod(Veio-1, de-2)
amod(vontade-4, má-3)
adpobj(de-2, vontade-4)
adpmod(Veio-1, com-5)
adpobj(com-5, passos-6)
amod(passos-6, pequenos-7)
partmod(Veio-1, demorados-8)
p(Veio-1, .-9)

p(pediu-5, --1)
advmod(pediu-5, Sente-2)
advmod(Sente-2, aqui-3)
p(Sente-2, --4)
root(ROOT-0, pediu-5)
dobj(pediu-5, ele-6)
partmod(ele-6, fazendo-7)
dobj(fazendo-7, lugar-8)
adpmod(fazendo-7, no-9)
adpobj(no-9, jirau-10)
p(pediu-5, .-11)

p(Não-2, --1)
root(ROOT-0, Não-2)
p(Não-2, .-3)

compmod(Vítor-2, António-1)
nsubj(olhou-3, Vítor-2)
root(ROOT-0, olhou-3)
adpmod(olhou-3, para-4)
det(mulata-6, a-5)
adpobj(para-4, mulata-6)
parataxis(olhou-3, reuniu-7)
nsubj(perguntou-9, forças-8)
ccomp(reuniu-7, perguntou-9)
p(perguntou-9, :-10)
p(Tu-12, --11)
nsubj(quer-13, Tu-12)
parataxis(perguntou-9, quer-13)
xcomp(quer-13, casar-14)
adpmod(casar-14, comigo-15)
p(olhou-3, ?-16)

nsubj(ficou-2, Ela-1)
root(ROOT-0, ficou-2)
advmod(zangada-4, mais-3)
acomp(ficou-2, zangada-4)
advmod(ficou-2, ainda-5)
p(ficou-2, .-6)

root(ROOT-0, Fechou-1)
det(rosto-3, o-2)
dobj(Fechou-1, rosto-3)
det(mãos-5, as-4)
nsubj(pegavam-6, mãos-5)
partmod(Fechou-1, pegavam-6)
adpmod(pegavam-6, nas-7)
adpobj(nas-7, pontas-8)
adpmod(pontas-8, da-9)
adpcomp(da-9, saia-10)
partmod(saia-10, olhava-11)
det(chão-13, o-12)
dobj(olhava-11, chão-13)
adpmod(chão-13, de-14)
adpobj(de-14, barro-15)
partmod(olhava-11, batido-16)
p(Fechou-1, .-17)

neg(respondeu-2, Não-1)
root(ROOT-0, respondeu-2)
ccomp(respondeu-2, correu-3)
adpmod(correu-3, para-4)
det(leite-6, o-5)
adpobj(para-4, leite-6)
dobj(fervia-8, que-7)
rcmod(leite-6, fervia-8)
p(respondeu-2, :-9)
p(derrama-12, --10)
advmod(derrama-12, Quase-11)
parataxis(respondeu-2, derrama-12)
p(respondeu-2, .-13)

compmod(Vítor-2, António-1)
nsubj(derreou-4, Vítor-2)
dobj(derreou-4, se-3)
root(ROOT-0, derreou-4)
adpmod(derreou-4, na-5)
adpobj(na-5, cama-6)
amod(cama-6, cansado-7)
adpmod(cama-6, do-8)
adpobj(do-8, esforço-9)
p(derreou-4, .-10)

nsubj(fervia-3, Ela-1)
advmod(fervia-3, agora-2)
root(ROOT-0, fervia-3)
dobj(fervia-3, água-4)
adpmod(fervia-3, para-5)
det(café-7, o-6)
adpobj(para-5, café-7)
partmod(fervia-3, servia-8)
adpmod(servia-8, numa-9)
adpobj(numa-9, caneca-10)
xcomp(servia-8, molhou-11)
det(pão-13, o-12)
dobj(molhou-11, pão-13)
adpmod(molhou-11, para-14)
adpobj(para-14, ele-15)
neg(ter-17, não-16)
advcl(molhou-11, ter-17)
dobj(ter-17, trabalho-18)
p(fervia-3, .-19)

advmod(lavou-2, Depois-1)
root(ROOT-0, lavou-2)
det(caneca-4, a-3)
nsubj(apagou-5, caneca-4)
partmod(lavou-2, apagou-5)
det(fogo-7, o-6)
dobj(apagou-5, fogo-7)
p(apagou-5, :-8)
p(Na-10, --9)
adpmod(apagou-5, Na-10)
adpobj(Na-10, hora-11)
adpmod(hora-11, do-12)
adpobj(do-12, almoço-13)
nsubj(volto-15, eu-14)
rcmod(almoço-13, volto-15)
p(lavou-2, .-16)

compmod(Vítor-2, António-1)
nsubj(dizia-4, Vítor-2)
neg(dizia-4, não-3)
root(ROOT-0, dizia-4)
nsubj(olhava-8, nada-5)
advmod(olhava-8, só-6)
dobj(olhava-8, a-7)
ccomp(dizia-4, olhava-8)
p(dizia-4, .-9)

mwe(de-2, Antes-1)
mark(sair-3, de-2)
advcl(parou-5, sair-3)
nsubj(parou-5, ela-4)
root(ROOT-0, parou-5)
adpmod(parou-5, de-6)
adpcomp(de-6, novo-7)
adpmod(novo-7, ante-8)
adpobj(ante-8, ele-9)
det(olhos-11, os-10)
dobj(parou-5, olhos-11)
advmod(no-13, novamente-12)
adpmod(olhos-11, no-13)
adpobj(no-13, chão-14)
advmod(mãos-17, novamente-15)
det(mãos-17, as-16)
appos(olhos-11, mãos-17)
amod(mãos-17, ocupadas-18)
adpmod(mãos-17, com-19)
nsubj(saia-21, a-20)
adpcomp(com-19, saia-21)
det(rosto-23, o-22)
nsubj(zangada-25, rosto-23)
amod(rosto-23, zangado-24)
xcomp(saia-21, zangada-25)
det(voz-27, a-26)
nsubj(deixar-34, voz-27)
advmod(voz-27, também-28)
p(também-28, :-29)
p(voz-27, --30)
prt(voz-27, Se-31)
appos(voz-27, padrinho-32)
appos(padrinho-32, Sinhô-33)
xcomp(zangada-25, deixar-34)
nsubj(quero-36, eu-35)
ccomp(deixar-34, quero-36)
advmod(quero-36, sim-37)
p(parou-5, .-38)

cc(desapareceu-2, E-1)
root(ROOT-0, desapareceu-2)
adpmod(desapareceu-2, pela-3)
adpobj(pela-3, porta-4)
compmod(Vítor-6, António-5)
appos(porta-4, Vítor-6)
parataxis(desapareceu-2, sentiu-7)
det(febre-9, a-8)
nsubj(aumentar-10, febre-9)
xcomp(sentiu-7, aumentar-10)
p(desapareceu-2, .-11)

